key,0s,1s,2s,3s,4s,6s,outs,balls
"YK Pathan, BW Hilfenhaus",2,1,0,0,0,3,0,6
"SR Watson, RR Raje",4,1,0,0,2,0,1,7
"AD Mascarenhas, BAW Mendis",4,3,0,0,0,0,0,7
"DR Smith, M Morkel",0,1,0,0,1,0,0,2
"DA Warner, SB Wagh",3,2,1,0,0,0,0,6
"SW Tait, A Mishra",2,1,0,0,0,1,0,4
"B Chipli, RP Singh",7,2,0,1,2,0,1,12
"RT Ponting, AA Chavan",2,1,0,0,0,0,0,3
"DJ Bravo, Harmeet Singh",1,1,1,0,0,0,0,3
"S Badrinath, NLTC Perera",1,4,0,0,0,0,0,5
"SR Watson, DJG Sammy",1,4,0,0,1,0,0,6
"DA Warner, RP Singh",17,6,1,0,4,3,1,31
"S Badrinath, A Symonds",7,2,0,0,1,0,0,10
"AM Rahane, MM Patel",3,2,0,0,1,1,0,7
"MK Pandey, CH Morris",7,7,2,0,2,0,0,18
"DJ Hussey, JD Unadkat",0,3,1,0,0,0,0,4
"TA Boult, HH Pandya",3,1,1,0,0,0,0,5
"DA Miller, S Kaul",1,3,0,0,2,2,0,8
"PR Shah, AM Salvi",3,2,1,0,0,0,0,6
"HH Pandya, Mohammad Nabi",3,2,0,0,0,0,0,5
"AN Ahmed, Z Khan",3,3,0,0,0,0,0,6
"G Gambhir, CL White",2,3,0,0,0,0,0,5
"VY Mahesh, A Nehra",2,0,1,0,0,0,0,3
"DJG Sammy, HV Patel",3,0,0,0,0,1,1,4
"V Kohli, M Manhas",1,2,0,0,1,0,0,4
"RG Sharma, VY Mahesh",5,6,0,0,3,0,0,14
"AL Menaria, MS Gony",0,2,0,0,0,0,0,2
"LMP Simmons, SP Narine",0,1,0,0,0,0,0,1
"SA Yadav, RA Jadeja",14,7,0,0,1,0,1,22
"LRPL Taylor, A Ashish Reddy",1,2,2,0,0,0,1,5
"Mohammad Hafeez, P Amarnath",7,3,0,0,1,0,1,11
"M Manhas, AN Ahmed",1,0,0,0,0,0,1,1
"PA Patel, Harbhajan Singh",15,6,3,0,1,0,1,25
"R Vinay Kumar, DS Kulkarni",6,3,1,0,0,0,0,10
"AM Nayar, SK Warne",6,6,3,0,3,0,0,18
"LMP Simmons, B Kumar",19,7,1,0,1,0,1,28
"G Gambhir, S Nadeem",7,11,3,0,4,1,0,26
"F Behardien, YS Chahal",1,0,0,0,0,0,1,1
"G Gambhir, VR Aaron",18,14,2,0,5,1,1,40
"S Badree, Imran Tahir",1,1,0,0,0,0,1,2
"M Vijay, JA Morkel",4,4,1,0,1,0,0,10
"R Dravid, RE van der Merwe",3,1,1,0,2,0,1,7
"RJ Harris, SK Warne",1,1,0,0,0,0,1,2
"J Theron, P Awana",1,1,0,0,1,0,0,3
"DJ Bravo, R Dhawan",3,1,0,0,1,0,1,5
"WP Saha, Kuldeep Yadav",3,3,3,0,0,1,1,10
"ML Hayden, DS Kulkarni",3,7,1,0,3,0,0,14
"Y Nagar, KK Cooper",4,2,0,0,0,0,0,6
"A Mithun, PP Chawla",0,1,0,0,0,0,0,1
"Gurkeerat Singh, S Sreesanth",4,2,0,0,0,0,0,6
"G Gambhir, A Mishra",14,20,1,0,8,0,1,43
"WP Saha, SR Watson",2,5,1,0,0,1,1,9
"VR Aaron, Sandeep Sharma",1,1,0,0,0,0,0,2
"BA Stokes, JJ Bumrah",1,3,3,0,1,0,0,8
"Shakib Al Hasan, Mustafizur Rahman",3,2,1,0,0,0,0,6
"Z Khan, HH Pandya",4,1,0,0,0,0,0,5
"R Dhawan, NLTC Perera",0,1,2,0,0,1,0,4
"RS Bopara, P Kumar",10,12,1,0,7,3,1,33
"KD Karthik, KP Appanna",4,1,0,0,1,0,1,6
"IK Pathan, MM Patel",2,3,0,1,2,0,0,8
"B Chipli, WD Parnell",4,4,1,0,1,1,0,11
"RV Uthappa, SR Tendulkar",2,2,2,0,3,0,0,9
"EJG Morgan, HV Patel",2,1,2,0,0,0,0,5
"SN Thakur, AF Milne",1,0,0,0,0,0,1,1
"PA Patel, A Nehra",15,8,1,0,13,0,2,37
"SP Narine, RP Singh",3,1,0,0,1,0,0,5
"KL Rahul, R Dhawan",0,4,1,0,1,0,0,6
"MK Tiwary, AB Agarkar",4,7,1,1,1,1,0,15
"STR Binny, A Nehra",1,3,1,1,1,1,0,8
"S Dhawan, D Wiese",1,0,0,0,1,0,1,2
"SK Raina, RV Gomez",2,2,0,0,2,1,0,7
"AM Nayar, DNT Zoysa",2,2,0,0,2,1,1,7
"S Rana, A Nehra",1,2,0,0,0,0,0,3
"LA Pomersbach, Harbhajan Singh",0,1,0,0,0,0,0,1
"A Symonds, GD McGrath",3,0,0,0,2,0,0,5
"Q de Kock, A Mishra",2,3,1,0,0,0,0,6
"EJG Morgan, S Nadeem",3,3,0,0,1,0,1,7
"TM Dilshan, RG Sharma",3,9,2,0,0,0,0,14
"R Bhatia, Azhar Mahmood",0,2,0,0,0,0,0,2
"DS Lehmann, IK Pathan",4,3,0,0,0,0,1,7
"NV Ojha, R McLaren",2,2,0,0,2,0,0,6
"CM Gautam, MM Sharma",0,3,0,0,0,0,0,3
"P Sahu, CH Morris",1,2,0,0,0,0,0,3
"DJ Bravo, DL Vettori",1,0,0,0,0,0,1,1
"JA Morkel, DL Vettori",3,3,1,0,1,1,0,9
"YK Pathan, DT Christian",0,2,1,0,0,0,0,3
"BB McCullum, AG Murtaza",14,9,0,0,1,0,0,24
"JA Morkel, AB Agarkar",3,3,0,0,1,2,0,9
"MA Starc, DJ Bravo",4,4,0,0,0,0,0,8
"ML Hayden, JP Duminy",1,4,1,0,0,0,0,6
"KK Nair, A Nehra",0,1,0,0,0,0,0,1
"RR Pant, DJ Hooda",0,2,1,0,0,0,0,3
"CL White, R Bhatia",4,8,2,0,4,1,1,19
"RG Sharma, TG Southee",1,1,1,0,1,0,0,4
"G Gambhir, I Sharma",28,5,4,0,11,0,0,48
"SR Watson, A Mishra",23,19,2,0,1,4,2,49
"P Kumar, VRV Singh",1,3,2,0,0,0,0,6
"TM Dilshan, SL Malinga",27,11,4,0,6,3,2,51
"DA Miller, MM Patel",1,4,0,0,0,3,0,8
"RV Uthappa, AR Patel",19,16,8,0,6,1,2,50
"JH Kallis, Harmeet Singh",10,7,0,0,1,1,1,19
"V Sehwag, JH Kallis",11,12,1,0,10,1,2,35
"JD Ryder, R McLaren",4,1,0,0,4,0,1,9
"R Dhawan, M Morkel",2,0,0,1,1,0,0,4
"LRPL Taylor, YA Abdulla",3,1,0,0,0,1,1,5
"RA Jadeja, AR Patel",5,9,0,0,2,0,1,16
"SR Watson, S Nadeem",13,5,1,0,0,2,1,21
"TL Suman, AS Raut",0,1,0,0,0,0,0,1
"JP Duminy, JH Kallis",3,6,1,0,1,3,0,14
"EJG Morgan, DJ Bravo",8,12,0,0,2,0,1,22
"AG Murtaza, SR Watson",0,1,0,0,0,0,0,1
"AA Jhunjhunwala, ST Jayasuriya",1,4,2,0,0,0,0,7
"STR Binny, Harbhajan Singh",12,9,2,1,5,2,0,31
"M Muralitharan, Pankaj Singh",3,0,1,1,0,0,0,5
"SC Ganguly, JR Hopes",2,2,0,0,0,1,0,5
"M Vijay, KA Pollard",2,0,0,0,0,0,1,2
"BB McCullum, IK Pathan",28,12,3,0,5,0,1,48
"MK Pandey, BA Stokes",1,2,0,0,0,0,0,3
"UT Yadav, AD Mathews",0,2,1,0,0,0,0,3
"AM Rahane, P Kumar",35,20,0,0,6,0,1,61
"S Badrinath, I Sharma",1,2,1,0,1,1,0,6
"SA Asnodkar, SM Pollock",5,5,2,0,3,0,0,15
"SS Iyer, S Aravind",5,0,0,0,0,0,1,5
"AM Rahane, R Vinay Kumar",23,22,8,0,7,2,2,62
"RV Uthappa, RA Tripathi",0,2,0,0,1,0,0,3
"PA Patel, VS Malik",2,1,0,0,0,0,1,3
"A Chandila, R Vinay Kumar",1,1,0,0,0,0,0,2
"LJ Wright, CH Morris",3,1,0,0,0,0,0,4
"MC Henriques, Gurkeerat Singh",3,2,0,0,1,0,1,6
"MK Pandey, S Nadeem",8,15,1,1,3,0,2,28
"F du Plessis, P Sahu",3,7,2,0,2,0,0,14
"SB Bangar, AB Dinda",1,1,0,0,0,0,0,2
"RG Sharma, IK Pathan",21,14,5,0,7,3,2,50
"Mandeep Singh, SB Jakati",2,2,0,0,1,0,0,5
"Ankit Sharma, KW Richardson",0,1,1,0,0,0,0,2
"PA Patel, Sohail Tanvir",10,3,0,0,2,0,1,15
"RA Jadeja, HH Pandya",3,0,0,0,1,0,0,4
"A Chopra, Y Venugopal Rao",5,1,1,0,0,0,0,7
"R Dravid, Gagandeep Singh",3,4,1,0,2,0,0,10
"KA Pollard, S Tyagi",0,0,1,0,0,0,0,1
"S Badrinath, PJ Sangwan",7,2,0,0,4,1,0,14
"AJ Finch, NLTC Perera",1,0,0,0,0,0,1,1
"SP Goswami, AB Agarkar",5,3,1,0,3,0,1,12
"PA Patel, R McLaren",9,2,1,0,1,0,1,13
"MK Tiwary, Basil Thampi",4,2,0,0,1,0,1,7
"DB Ravi Teja, SL Malinga",7,3,0,1,1,0,3,12
"Misbah-ul-Haq, RP Singh",2,3,0,0,1,0,0,6
"IK Pathan, Z Khan",6,8,3,0,3,0,2,20
"KA Pollard, DJ Bravo",24,22,4,0,7,7,3,64
"LMP Simmons, S Aravind",8,4,1,0,1,0,0,14
"YS Chahal, BCJ Cutting",1,1,0,0,0,0,0,2
"KL Rahul, Azhar Mahmood",2,0,0,0,2,0,1,4
"ML Hayden, R Bhatia",2,1,0,0,3,2,0,8
"SW Billings, B Kumar",3,1,0,0,0,0,0,4
"GJ Maxwell, Yuvraj Singh",2,1,0,0,1,2,0,6
"K Rabada, MG Johnson",1,1,0,0,0,0,0,2
"A Nehra, VRV Singh",1,1,0,0,0,0,0,2
"Gurkeerat Singh, PP Ojha",1,1,0,0,0,0,0,2
"R Vinay Kumar, B Kumar",1,0,0,0,0,0,1,1
"S Badrinath, A Mishra",9,10,2,0,1,0,0,22
"S Dhawan, A Chandila",4,1,0,0,1,1,0,7
"A Symonds, SR Watson",10,4,0,0,2,0,0,16
"RA Jadeja, Ankit Sharma",1,1,0,0,1,2,0,5
"AC Voges, JA Morkel",1,1,1,0,0,0,1,3
"HH Gibbs, VRV Singh",0,3,0,1,0,0,0,4
"KK Nair, NLTC Perera",8,3,0,0,0,0,0,11
"KV Sharma, KK Cooper",1,1,2,0,0,0,0,4
"CA Lynn, SK Trivedi",1,1,0,0,0,0,1,2
"KD Karthik, AR Patel",7,18,2,0,3,0,1,30
"BB McCullum, MR Marsh",0,2,0,0,1,0,0,3
"KS Williamson, Z Khan",3,6,0,0,2,0,0,11
"UBT Chand, S Sreesanth",6,1,0,0,2,0,1,9
"MC Henriques, TG Southee",4,1,0,0,0,0,1,5
"MEK Hussey, P Awana",6,4,2,0,4,0,0,16
"BB McCullum, PV Tambe",8,4,0,0,1,2,1,15
"AJ Tye, AR Patel",0,1,1,0,1,1,0,4
"AP Tare, JH Kallis",2,1,0,0,1,0,1,4
"MK Tiwary, A Singh",5,5,0,0,1,0,0,11
"CL White, CH Gayle",1,1,0,0,0,0,0,2
"BA Bhatt, SP Narine",1,0,0,0,0,1,0,2
"Shakib Al Hasan, CH Morris",3,0,0,0,0,0,1,3
"SR Watson, S Narwal",4,2,0,0,2,0,0,8
"Mandeep Singh, PJ Cummins",2,0,0,0,2,0,1,4
"DB Ravi Teja, GD McGrath",0,3,0,0,0,1,0,4
"MK Tiwary, A Flintoff",3,1,0,0,0,0,0,4
"B Lee, S Sreesanth",2,0,0,0,1,0,1,3
"IR Jaggi, Rashid Khan",1,2,0,0,0,0,0,3
"A Flintoff, SL Malinga",4,0,0,0,0,0,0,4
"CA Ingram, DE Bollinger",1,1,0,0,0,0,0,2
"M Manhas, PP Ojha",5,6,3,0,2,0,0,16
"JP Duminy, HH Pandya",0,3,0,0,1,0,0,4
"S Rana, MG Johnson",2,0,0,0,0,0,0,2
"R Dravid, SM Pollock",11,6,0,0,0,0,0,17
"SK Raina, LH Ferguson",0,2,0,0,0,0,0,2
"S Dhawan, MN Samuels",5,3,0,0,2,1,0,11
"HM Amla, S Aravind",1,1,0,0,0,1,1,3
"SE Marsh, AN Ahmed",2,4,0,0,3,0,0,9
"R Dravid, DT Christian",10,3,2,0,3,1,1,19
"HH Gibbs, S Sreesanth",18,8,0,0,5,0,0,31
"C de Grandhomme, HH Pandya",2,1,0,0,0,1,1,4
"R McLaren, DW Steyn",4,4,0,0,0,0,0,8
"BB McCullum, BE Hendricks",2,1,0,0,1,0,1,4
"MC Henriques, Basil Thampi",1,2,0,0,0,0,0,3
"D Wiese, KA Pollard",1,2,1,0,1,0,0,5
"A Symonds, AP Dole",2,3,0,0,0,0,0,5
"B Lee, JP Duminy",2,1,0,0,0,0,0,3
"YK Pathan, J Suchith",1,2,0,0,1,1,0,5
"RA Jadeja, RR Raje",0,4,0,0,0,1,0,5
"Sachin Baby, Sandeep Sharma",0,3,0,0,0,0,0,3
"KP Pietersen, DT Christian",5,5,0,0,2,1,0,13
"S Dhawan, Iqbal Abdulla",4,7,0,0,2,0,1,13
"DJ Hussey, M Ntini",1,0,0,0,0,0,1,1
"Shakib Al Hasan, Mohammed Shami",0,2,0,0,1,0,0,3
"AA Bilakhia, A Nehra",7,2,3,0,1,0,0,13
"M Klinger, Iqbal Abdulla",2,2,0,0,1,0,0,5
"YK Pathan, R Sharma",5,6,1,0,3,3,0,18
"Yuvraj Singh, P Awana",6,1,0,0,0,2,0,9
"PV Tambe, CH Gayle",6,0,0,0,0,0,0,6
"HV Patel, MG Johnson",1,0,0,0,1,0,1,2
"MC Henriques, TS Mills",2,1,0,1,0,0,0,4
"DPMD Jayawardene, J Botha",1,0,0,0,0,0,1,1
"S Rana, SR Watson",3,0,0,0,0,0,1,3
"RA Jadeja, IK Pathan",12,8,1,0,5,0,2,26
"SP Goswami, CRD Fernando",2,2,0,0,0,0,1,4
"Gurkeerat Singh, PP Chawla",3,4,0,0,0,1,0,8
"R Vinay Kumar, GJ Maxwell",1,0,0,0,0,0,0,1
"PP Ojha, SK Raina",4,0,0,0,0,0,2,4
"PA Patel, RJ Harris",0,1,0,0,0,0,0,1
"PA Patel, AD Russell",3,2,0,0,2,0,0,7
"AJ Finch, JH Kallis",6,2,1,0,0,2,2,11
"Yuvraj Singh, R Sathish",0,1,0,0,1,0,0,2
"SN Khan, DJ Bravo",2,4,1,0,2,0,1,9
"JC Buttler, TA Boult",2,1,0,0,1,0,0,4
"DJ Bravo, CH Morris",2,11,0,0,2,0,0,15
"C Munro, BB Sran",4,1,1,0,1,0,0,7
"R Bhatia, Yuvraj Singh",3,3,0,0,0,0,1,6
"GC Smith, Abdur Razzak",3,1,0,0,3,1,0,8
"JH Kallis, P Parameswaran",3,3,2,0,0,0,0,8
"NV Ojha, MF Maharoof",10,3,0,0,4,1,0,18
"MD Mishra, DE Bollinger",7,4,1,0,2,1,1,15
"KV Sharma, AS Rajpoot",0,3,0,0,0,0,0,3
"MK Pandey, Harmeet Singh",3,1,0,0,1,0,1,5
"F du Plessis, DW Steyn",6,5,0,0,4,0,0,15
"HH Pandya, B Kumar",1,3,0,0,0,0,0,4
"G Gambhir, AA Chavan",2,3,1,0,0,0,0,6
"DJ Bravo, J Suchith",4,2,0,0,2,1,0,9
"SP Fleming, RP Singh",5,2,0,0,2,0,0,9
"RT Ponting, A Nehra",1,1,0,0,0,0,0,2
"V Sehwag, BAW Mendis",3,5,2,0,0,0,0,10
"A Symonds, S Narwal",2,1,0,0,3,0,0,6
"PJ Cummins, SR Watson",1,0,0,0,1,0,1,2
"MM Sharma, TA Boult",2,1,0,0,2,0,0,5
"A Symonds, AB Dinda",2,0,0,0,0,0,0,2
"JC Buttler, SB Jakati",4,6,1,0,0,0,1,11
"NV Ojha, STR Binny",1,3,0,0,0,0,0,4
"AT Rayudu, Imran Tahir",8,9,2,0,2,1,1,22
"CH Morris, DS Kulkarni",0,1,0,0,1,0,0,2
"SK Raina, BJ Hodge",3,2,0,0,0,0,1,5
"LRPL Taylor, GB Hogg",4,6,1,0,0,0,1,11
"V Sehwag, YK Pathan",2,0,0,0,1,1,0,4
"AM Rahane, RJ Harris",5,2,0,0,1,0,1,8
"DA Miller, RN ten Doeschate",1,1,0,0,0,0,0,2
"WP Saha, CJ Anderson",1,2,0,0,0,0,0,3
"W Jaffer, Mohammad Asif",1,1,0,0,0,1,0,3
"KD Karthik, RS Bopara",1,1,0,0,0,0,0,2
"MS Gony, VY Mahesh",0,2,0,0,0,0,0,2
"KK Nair, Azhar Mahmood",1,1,0,0,0,0,0,2
"AD Mathews, SL Malinga",0,3,0,0,1,0,0,4
"LRPL Taylor, R Sharma",9,6,0,0,0,0,0,15
"Umar Gul, SR Watson",0,1,0,0,0,0,0,1
"YK Pathan, RA Jadeja",5,17,2,0,4,2,0,30
"EJG Morgan, DJ Hussey",0,2,0,0,3,0,0,5
"Sandeep Sharma, CH Morris",1,2,0,0,0,0,0,3
"J Botha, B Lee",0,5,2,0,0,0,0,7
"Imran Tahir, R Vinay Kumar",0,1,0,0,0,0,0,1
"PA Patel, YK Pathan",18,15,0,0,4,0,3,37
"KM Jadhav, CK Langeveldt",0,0,0,0,1,0,0,1
"KM Jadhav, YK Pathan",0,3,0,0,0,0,0,3
"KV Sharma, A Choudhary",1,1,0,0,0,0,0,2
"DJ Hooda, P Negi",1,3,2,0,1,0,0,7
"S Dhawan, T Thushara",1,1,0,0,0,0,1,2
"SA Asnodkar, L Balaji",3,3,0,0,1,0,0,7
"SA Yadav, BCJ Cutting",0,2,2,0,0,0,0,4
"PP Chawla, Umar Gul",2,1,0,0,0,0,1,3
"JP Faulkner, Anureet Singh",1,3,0,0,0,0,1,4
"MK Pandey, CJ Anderson",6,5,1,0,3,2,0,17
"V Sehwag, I Sharma",14,7,0,0,2,0,1,23
"JEC Franklin, PP Chawla",1,9,2,0,0,0,0,12
"A Mishra, Azhar Mahmood",0,3,0,0,1,0,0,4
"PA Patel, P Kumar",35,15,1,0,6,1,3,59
"IR Jaggi, MN Samuels",1,1,0,0,0,0,0,2
"Z Khan, JW Hastings",2,0,0,0,1,0,1,3
"MA Agarwal, SK Trivedi",2,2,0,0,0,0,0,4
"SM Katich, JDP Oram",0,3,1,0,0,0,0,4
"SE Marsh, B Lee",1,1,0,0,0,0,1,2
"AA Bilakhia, SK Warne",2,1,0,0,0,0,1,3
"DA Warner, Sandeep Sharma",33,14,2,1,10,3,2,63
"A Ashish Reddy, R Vinay Kumar",3,6,1,0,0,1,2,11
"KK Nair, PJ Sangwan",5,3,0,0,3,0,1,11
"MS Dhoni, T Shamsi",1,6,2,0,2,0,0,11
"SP Goswami, M Kartik",8,4,0,0,2,0,0,14
"MK Pandey, AL Menaria",2,1,0,0,1,0,0,4
"MEK Hussey, DS Kulkarni",8,6,1,1,1,2,1,19
"RG Sharma, DJ Hussey",3,2,0,0,2,3,0,10
"SPD Smith, Mustafizur Rahman",7,1,1,0,4,0,0,13
"DR Smith, JP Faulkner",16,4,1,0,6,5,1,32
"Sunny Singh, DL Vettori",1,0,0,0,0,0,1,1
"BB Samantray, B Kumar",0,1,0,0,0,0,0,1
"DJ Bravo, IK Pathan",10,6,1,0,1,0,0,18
"ML Hayden, CH Gayle",2,0,0,0,0,0,1,2
"CM Gautam, IK Pathan",3,0,0,0,0,0,0,3
"N Rana, SB Jakati",3,4,0,0,3,1,0,11
"KK Nair, MJ McClenaghan",5,6,0,0,2,1,1,14
"M Vijay, DR Smith",4,5,2,0,1,1,0,13
"JA Morkel, A Nehra",3,10,0,0,2,0,1,15
"MC Henriques, R Sharma",0,1,1,0,3,0,0,5
"A Kumble, R McLaren",2,1,0,0,0,0,0,3
"LRPL Taylor, SC Ganguly",1,4,0,0,1,0,0,6
"V Shankar, RA Jadeja",2,6,0,0,0,0,0,8
"K Goel, Harbhajan Singh",6,5,1,0,0,1,1,13
"DPMD Jayawardene, AA Chavan",3,1,0,0,1,0,1,5
"M Manhas, RR Powar",5,3,1,0,1,0,0,10
"KS Williamson, GJ Maxwell",0,3,0,0,0,0,0,3
"PA Patel, AJ Tye",2,1,1,0,1,0,0,5
"V Sehwag, A Mithun",1,0,0,0,0,1,1,2
"M Ntini, P Kumar",3,0,0,0,0,0,0,3
"R Dravid, K Upadhyay",4,2,0,0,2,0,0,8
"JR Hopes, SR Watson",7,2,0,0,2,0,0,11
"WP Saha, MM Patel",1,1,0,0,0,0,0,2
"BJ Hodge, Bipul Sharma",3,5,2,0,0,0,1,10
"SP Narine, R Dhawan",1,2,0,0,0,0,0,3
"JH Kallis, A Singh",15,9,2,0,1,0,1,27
"MV Boucher, PP Chawla",3,5,0,0,1,0,0,9
"CR Brathwaite, BB Sran",0,1,0,0,0,0,0,1
"SL Malinga, A Singh",1,0,0,0,0,0,1,1
"MJ McClenaghan, PP Chawla",1,1,0,0,0,2,0,4
"DB Das, IK Pathan",3,4,0,0,0,0,0,7
"B Chipli, SK Trivedi",5,1,0,0,1,0,1,7
"PP Chawla, AD Mathews",2,2,0,0,1,1,0,6
"KP Pietersen, SK Warne",2,1,0,0,2,1,0,6
"AJ Finch, PJ Cummins",7,4,2,0,3,0,0,16
"DA Warner, SK Trivedi",7,12,3,0,3,1,0,26
"B Kumar, R Rampaul",4,1,0,0,0,0,0,5
"R Dhawan, A Nehra",2,1,0,0,0,1,0,4
"TR Birt, DT Christian",6,2,0,0,0,0,1,8
"KA Pollard, Ankit Sharma",1,4,0,0,0,1,0,6
"BB McCullum, LH Ferguson",7,2,0,0,0,1,0,10
"SR Tendulkar, STR Binny",0,2,0,0,1,0,0,3
"SK Trivedi, GD McGrath",0,1,0,0,0,0,0,1
"DP Nannes, Harbhajan Singh",3,0,0,0,0,0,1,3
"L Balaji, DW Steyn",3,0,0,0,0,0,0,3
"Harbhajan Singh, RA Jadeja",7,3,0,0,1,1,0,12
"RR Pant, BA Stokes",3,3,0,0,0,0,0,6
"DR Smith, DL Vettori",3,2,1,0,3,0,0,9
"A Ashish Reddy, CH Morris",1,2,0,1,0,1,0,5
"IK Pathan, PP Ojha",5,7,2,0,0,0,2,14
"LA Pomersbach, RE van der Merwe",1,0,0,0,1,0,1,2
"SN Khan, JJ Bumrah",4,2,0,0,1,1,1,8
"R Dravid, CK Langeveldt",5,2,0,0,1,0,0,8
"SW Billings, AD Russell",1,0,0,0,0,0,0,1
"AM Rahane, A Mishra",25,31,8,0,5,3,3,72
"SP Narine, SK Raina",1,0,0,0,0,0,1,1
"STR Binny, JJ Bumrah",2,1,1,1,0,0,1,5
"Yuvraj Singh, S Aravind",1,7,0,0,2,1,0,11
"AA Jhunjhunwala, MF Maharoof",1,1,2,0,0,0,0,4
"SK Raina, R Sathish",0,2,1,0,3,0,0,6
"AC Gilchrist, MN Samuels",5,0,0,0,1,0,0,6
"AA Chavan, MM Patel",0,0,0,0,1,0,0,1
"SK Warne, RR Raje",1,2,0,0,1,0,0,4
"V Sehwag, Harbhajan Singh",9,21,4,0,5,1,2,40
"KD Karthik, DP Nannes",2,4,0,1,0,0,0,7
"NV Ojha, M Ashwin",0,2,0,0,0,0,0,2
"Sachin Baby, Mustafizur Rahman",0,3,2,0,1,2,0,8
"RG Sharma, AJ Tye",0,6,0,0,0,0,0,6
"HH Gibbs, M Kartik",21,8,6,0,2,0,1,37
"SV Samson, KH Pandya",4,12,1,0,1,0,0,18
"MK Tiwary, BCJ Cutting",2,2,0,0,2,0,0,6
"GJ Maxwell, M Morkel",7,4,0,0,3,1,1,15
"AJ Finch, SK Raina",0,1,0,0,0,1,0,2
"ST Jayasuriya, IK Pathan",3,2,0,0,1,2,1,8
"G Gambhir, HH Pandya",3,5,1,0,1,0,1,10
"AA Jhunjhunwala, Pankaj Singh",2,1,0,0,1,0,1,4
"M Rawat, YA Abdulla",1,2,0,0,0,0,0,3
"WD Parnell, BE Hendricks",1,0,1,0,0,0,1,2
"MV Boucher, IK Pathan",2,5,0,0,1,0,0,8
"MA Agarwal, P Awana",1,1,0,0,0,0,1,2
"JH Kallis, M Ntini",1,1,0,0,1,0,0,3
"MJ Clarke, L Balaji",3,2,0,0,0,0,0,5
"P Sahu, Z Khan",2,1,0,0,1,0,0,4
"JR Hopes, MS Gony",2,4,0,0,1,3,0,10
"MS Dhoni, R Bhatia",6,16,1,1,0,0,1,24
"DJ Hussey, RG Sharma",1,3,0,0,0,0,0,4
"P Dogra, A Kumble",1,2,0,0,0,0,0,3
"JH Kallis, DP Nannes",5,3,0,1,0,0,1,9
"S Nadeem, R Dhawan",3,0,0,0,0,0,0,3
"YK Pathan, M Morkel",7,5,4,0,0,2,1,18
"AJ Finch, Kuldeep Yadav",2,2,0,0,0,0,1,4
"S Badrinath, S Sreesanth",8,6,1,0,2,0,1,17
"CH Morris, R Vinay Kumar",4,3,0,0,0,1,0,8
"CH Gayle, SMSM Senanayake",4,7,0,0,1,0,0,12
"KA Pollard, Azhar Mahmood",6,5,1,0,1,0,0,13
"F du Plessis, M Morkel",5,1,0,0,0,0,1,6
"GJ Bailey, SP Narine",8,9,3,0,1,1,1,22
"BAW Mendis, SL Malinga",1,0,0,0,0,0,1,1
"RA Jadeja, KC Cariappa",1,3,1,0,0,0,1,5
"RA Jadeja, SR Watson",16,11,2,0,2,0,2,31
"STR Binny, R Bhatia",3,2,0,0,2,0,0,7
"V Sehwag, RA Jadeja",7,9,0,0,4,5,0,25
"M Vijay, P Kumar",26,9,3,2,10,4,1,54
"V Sehwag, HV Patel",1,2,0,0,1,0,0,4
"RA Jadeja, JP Faulkner",2,8,1,0,0,0,1,11
"JH Kallis, R Ashwin",16,18,4,0,1,1,2,40
"KA Pollard, Kuldeep Yadav",5,1,1,0,0,0,0,7
"JP Faulkner, Mohammed Shami",1,3,1,0,0,0,0,5
"SS Iyer, DL Chahar",3,2,0,0,1,0,0,6
"AM Nayar, JH Kallis",2,4,0,0,1,0,0,7
"AA Jhunjhunwala, DW Steyn",1,0,0,0,0,0,0,1
"DPMD Jayawardene, AB Agarkar",13,12,4,0,6,0,1,35
"S Nadeem, R Bhatia",1,1,0,0,0,0,0,2
"SR Tendulkar, M Kartik",11,19,3,0,1,1,0,35
"BB McCullum, Karanveer Singh",4,4,1,0,0,0,0,9
"J Botha, RE van der Merwe",0,5,1,0,2,0,0,8
"GC Smith, Anureet Singh",2,1,0,0,0,0,0,3
"SS Tiwary, AD Russell",1,1,0,0,0,0,0,2
"SA Yadav, HH Pandya",0,2,1,0,0,0,0,3
"EJG Morgan, Mohammad Nabi",1,1,0,0,0,1,1,3
"S Vidyut, YK Pathan",2,0,0,0,0,0,1,2
"PA Patel, RA Jadeja",3,5,1,0,4,0,1,13
"AM Rahane, P Suyal",2,2,1,0,1,0,0,6
"R Dhawan, AB Dinda",5,2,0,0,1,0,0,8
"SK Raina, J Yadav",1,0,0,0,0,0,1,1
"DA Warner, DS Kulkarni",22,24,3,0,2,1,2,52
"BJ Hodge, AG Murtaza",0,1,1,0,0,0,0,2
"ST Jayasuriya, DP Nannes",7,2,0,0,0,0,1,9
"R McLaren, CH Gayle",0,7,1,0,0,0,0,8
"STR Binny, LR Shukla",1,0,0,0,0,0,1,1
"RR Sarwan, MA Khote",0,2,0,0,0,0,0,2
"AP Majumdar, AA Chavan",2,0,2,0,0,2,0,6
"R Dravid, RV Gomez",1,2,1,0,0,0,0,4
"TM Dilshan, JR Hopes",2,0,0,0,0,0,1,2
"S Dhawan, TA Boult",6,6,0,0,2,0,0,14
"SP Narine, DS Kulkarni",4,0,0,0,0,0,0,4
"Misbah-ul-Haq, R Bhatia",2,3,1,0,1,3,0,10
"AB Agarkar, SR Watson",5,2,0,0,1,1,1,9
